"Date","Price","Open","High","Low","Vol.","Change %"
"10/18/2000","79.225","79.200","79.225","79.200","","-0.09%"
"10/17/2000","79.300","79.250","79.300","79.250","","0.00%"
"10/16/2000","79.300","79.250","79.300","79.250","","0.00%"
"10/13/2000","79.300","79.250","79.300","79.250","","0.13%"
"10/12/2000","79.200","79.150","79.200","79.150","","0.06%"
"10/11/2000","79.150","79.100","79.150","79.100","","0.13%"
"10/10/2000","79.050","79.000","79.050","79.000","","-0.58%"
"10/09/2000","79.510","79.460","79.510","79.460","","0.45%"
"10/06/2000","79.150","79.100","79.150","79.100","","0.00%"
"10/05/2000","79.150","79.100","79.150","79.100","","-0.31%"
"10/04/2000","79.400","79.350","79.400","79.350","","0.22%"
"10/03/2000","79.225","79.200","79.225","79.200","","0.09%"
"10/02/2000","79.150","79.100","79.150","79.100","","0.00%"
"09/29/2000","79.150","79.100","79.150","79.100","","0.00%"
"09/28/2000","79.150","79.100","79.150","79.100","","0.00%"
"09/27/2000","79.150","79.100","79.150","79.100","","-0.14%"
"09/26/2000","79.260","79.220","79.260","79.220","","0.14%"
"09/25/2000","79.150","79.100","79.150","79.100","","-0.19%"
"09/22/2000","79.300","79.250","79.300","79.250","","-0.08%"
"09/21/2000","79.365","79.330","79.365","79.330","","0.59%"
"09/20/2000","78.900","78.850","78.900","78.850","","0.25%"
"09/19/2000","78.700","78.650","78.700","78.650","","0.06%"
"09/18/2000","78.650","78.600","78.650","78.600","","0.25%"
"09/15/2000","78.450","78.400","78.450","78.400","","0.13%"
"09/14/2000","78.350","78.300","78.350","78.300","","0.06%"
"09/13/2000","78.300","78.250","78.300","78.250","","-0.05%"
"09/12/2000","78.340","78.300","78.340","78.300","","-0.02%"
"09/11/2000","78.355","78.330","78.355","78.330","","0.20%"
"09/08/2000","78.200","78.150","78.200","78.150","","0.06%"
"09/07/2000","78.150","78.100","78.150","78.100","","-0.06%"
"09/06/2000","78.200","78.150","78.200","78.150","","0.06%"
"09/05/2000","78.150","78.100","78.150","78.100","","-0.15%"
"09/04/2000","78.265","78.230","78.265","78.230","","-0.24%"
"09/01/2000","78.450","78.400","78.450","78.400","","0.51%"
"08/31/2000","78.050","78.000","78.050","78.000","","0.26%"
"08/30/2000","77.850","77.800","77.850","77.800","","-0.20%"
"08/29/2000","78.005","78.000","78.005","78.000","","0.00%"
"08/28/2000","78.005","78.000","78.005","78.000","","0.00%"
"08/25/2000","78.005","78.000","78.005","78.000","","-0.06%"
"08/24/2000","78.050","78.000","78.050","78.000","","0.02%"
"08/23/2000","78.035","78.010","78.035","78.010","","-0.28%"
"08/22/2000","78.255","78.230","78.255","78.230","","-0.03%"
"08/21/2000","78.275","78.250","78.275","78.250","","0.13%"
"08/18/2000","78.175","78.150","78.175","78.150","","-0.19%"
"08/17/2000","78.320","78.300","78.320","78.300","","-0.01%"
"08/16/2000","78.325","78.300","78.325","78.300","","-0.11%"
"08/15/2000","78.410","78.370","78.410","78.370","","0.08%"
"08/14/2000","78.350","78.300","78.350","78.300","","0.00%"
"08/11/2000","78.350","78.300","78.350","78.300","","0.00%"
"08/10/2000","78.350","78.300","78.350","78.300","","-0.14%"
"08/09/2000","78.460","78.430","78.460","78.430","","-0.05%"
"08/08/2000","78.500","78.470","78.500","78.470","","0.11%"
"08/07/2000","78.410","78.360","78.410","78.360","","0.00%"
"08/04/2000","78.410","78.360","78.410","78.360","","0.00%"
"08/03/2000","78.410","78.360","78.410","78.360","","0.01%"
"08/02/2000","78.405","78.380","78.405","78.380","","0.01%"
"08/01/2000","78.400","78.350","78.400","78.350","","0.06%"
"07/31/2000","78.350","78.300","78.350","78.300","","0.00%"
"07/28/2000","78.350","78.300","78.350","78.300","","0.00%"
"07/27/2000","78.350","78.300","78.350","78.300","","0.00%"
"07/26/2000","78.350","78.300","78.350","78.300","","-0.26%"
"07/25/2000","78.555","78.520","78.555","78.520","","0.45%"
"07/24/2000","78.200","78.150","78.200","78.150","","0.00%"
"07/21/2000","78.200","78.150","78.200","78.150","","-0.36%"
"07/20/2000","78.485","78.450","78.485","78.450","","0.01%"
"07/19/2000","78.475","78.450","78.475","78.450","","-0.10%"
"07/18/2000","78.550","78.520","78.550","78.520","","-0.21%"
"07/17/2000","78.715","78.680","78.715","78.680","","-0.36%"
"07/14/2000","79.000","78.700","79.000","78.700","","0.06%"
"07/13/2000","78.950","78.700","78.950","78.700","","-0.09%"
"07/12/2000","79.025","78.750","79.025","78.750","","0.06%"
"07/11/2000","78.975","78.700","78.975","78.700","","-0.06%"
"07/10/2000","79.025","78.700","79.025","78.700","","-0.06%"
"07/07/2000","79.075","78.800","79.075","78.800","","0.00%"
"07/06/2000","79.075","78.800","79.075","78.800","","-0.03%"
"07/05/2000","79.100","78.850","79.100","78.850","","0.00%"
"07/04/2000","79.100","79.080","79.100","79.080","","0.19%"
"07/03/2000","78.950","78.650","78.950","78.650","","0.06%"
"06/30/2000","78.900","78.600","78.900","78.600","","0.00%"
"06/29/2000","78.900","78.600","78.900","78.600","","0.25%"
"06/28/2000","78.700","78.400","78.700","78.400","","-0.06%"
"06/27/2000","78.750","78.500","78.750","78.500","","0.19%"
"06/26/2000","78.600","78.300","78.600","78.300","","0.00%"
"06/23/2000","78.600","78.300","78.600","78.300","","0.06%"
"06/22/2000","78.550","78.200","78.550","78.200","","0.26%"
"06/21/2000","78.350","78.000","78.350","78.000","","0.51%"
"06/20/2000","77.950","77.650","77.950","77.650","","3.97%"
"06/19/2000","74.975","74.750","74.975","74.750","","0.03%"
"06/16/2000","74.950","74.700","74.950","74.700","","-0.07%"
"06/15/2000","75.000","74.800","75.000","74.800","","-0.13%"
"06/14/2000","75.100","74.850","75.100","74.850","","0.10%"
"06/13/2000","75.025","74.800","75.025","74.800","","0.03%"
"06/12/2000","75.000","74.750","75.000","74.750","","0.03%"
"06/09/2000","74.975","74.700","74.975","74.700","","-0.03%"
"06/08/2000","75.000","74.750","75.000","74.750","","0.03%"
"06/07/2000","74.975","74.700","74.975","74.700","","0.07%"
"06/06/2000","74.925","74.600","74.925","74.600","","0.03%"
"06/05/2000","74.900","74.550","74.900","74.550","","0.00%"
"06/02/2000","74.900","74.600","74.900","74.600","","0.07%"
"06/01/2000","74.850","74.400","74.850","74.400","","0.15%"
"05/31/2000","74.735","74.700","74.735","74.700","","-0.32%"
"05/30/2000","74.975","74.550","74.975","74.550","","0.42%"
"05/29/2000","74.660","74.630","74.660","74.630","","-0.45%"
"05/26/2000","75.000","74.500","75.000","74.500","","0.00%"
"05/25/2000","75.000","74.500","75.000","74.500","","0.40%"
"05/24/2000","74.700","74.300","74.700","74.300","","0.00%"
"05/23/2000","74.700","74.300","74.700","74.300","","0.00%"
"05/22/2000","74.700","74.300","74.700","74.300","","-0.27%"
"05/19/2000","74.900","74.650","74.900","74.650","","0.33%"
"05/18/2000","74.650","74.200","74.650","74.200","","0.00%"
"05/17/2000","74.650","74.200","74.650","74.200","","0.27%"
"05/16/2000","74.450","74.000","74.450","74.000","","0.00%"
"05/15/2000","74.450","74.000","74.450","74.000","","0.20%"
"05/12/2000","74.300","74.000","74.300","74.000","","0.07%"
"05/11/2000","74.250","73.950","74.250","73.950","","0.00%"
"05/10/2000","74.250","73.950","74.250","73.950","","0.03%"
"05/09/2000","74.225","73.950","74.225","73.950","","0.13%"
"05/08/2000","74.125","73.850","74.125","73.850","","0.10%"
"05/05/2000","74.050","73.750","74.050","73.750","","0.00%"
"05/04/2000","74.050","73.750","74.050","73.750","","0.03%"
"05/03/2000","74.025","73.700","74.025","73.700","","0.03%"
"05/02/2000","74.000","73.650","74.000","73.650","","0.03%"
"05/01/2000","73.975","73.550","73.975","73.550","","-0.44%"
"04/28/2000","74.300","74.050","74.300","74.050","","0.54%"
"04/27/2000","73.900","73.750","73.900","73.750","","0.10%"
"04/26/2000","73.825","73.650","73.825","73.650","","0.03%"
"04/25/2000","73.800","73.600","73.800","73.600","","-0.07%"
"04/24/2000","73.850","73.500","73.850","73.500","","0.14%"
"04/21/2000","73.750","73.500","73.750","73.500","","-0.10%"
"04/20/2000","73.825","73.800","73.825","73.800","","0.03%"
"04/19/2000","73.800","73.350","73.800","73.350","","0.00%"
"04/18/2000","73.800","73.350","73.800","73.350","","0.10%"
"04/17/2000","73.725","73.650","73.725","73.650","","-0.10%"
"04/14/2000","73.800","73.550","73.800","73.550","","0.17%"
"04/13/2000","73.675","73.550","73.675","73.550","","0.00%"
"04/12/2000","73.675","73.550","73.675","73.550","","-0.03%"
"04/11/2000","73.700","73.600","73.700","73.600","","-0.07%"
"04/10/2000","73.750","73.650","73.750","73.650","","-0.20%"
"04/07/2000","73.900","73.650","73.900","73.650","","-0.04%"
"04/06/2000","73.930","73.680","73.930","73.680","","0.24%"
"04/05/2000","73.750","73.650","73.750","73.650","","-0.07%"
"04/04/2000","73.800","73.650","73.800","73.650","","0.10%"
"04/03/2000","73.725","73.600","73.725","73.600","","-0.03%"
"03/31/2000","73.750","73.650","73.750","73.650","","0.03%"
"03/30/2000","73.725","73.600","73.725","73.600","","-0.07%"
"03/29/2000","73.775","73.650","73.775","73.650","","0.07%"
"03/28/2000","73.725","73.600","73.725","73.600","","0.03%"
"03/27/2000","73.700","73.550","73.700","73.550","","0.14%"
"03/24/2000","73.600","73.450","73.600","73.450","","0.03%"
"03/23/2000","73.575","73.400","73.575","73.400","","0.10%"
"03/22/2000","73.500","73.300","73.500","73.300","","-0.07%"
"03/21/2000","73.550","73.350","73.550","73.350","","-0.14%"
"03/20/2000","73.650","73.400","73.650","73.400","","-0.14%"
"03/17/2000","73.750","73.500","73.750","73.500","","0.07%"
"03/16/2000","73.700","73.500","73.700","73.500","","0.00%"
"03/15/2000","73.700","73.500","73.700","73.500","","0.07%"
"03/14/2000","73.650","73.400","73.650","73.400","","0.00%"
"03/13/2000","73.650","73.400","73.650","73.400","","0.14%"
"03/10/2000","73.550","73.300","73.550","73.300","","0.10%"
"03/09/2000","73.475","73.300","73.475","73.300","","0.03%"
"03/08/2000","73.450","73.250","73.450","73.250","","-0.07%"
"03/07/2000","73.500","73.300","73.500","73.300","","-0.34%"
"03/06/2000","73.750","73.500","73.750","73.500","","0.10%"
"03/03/2000","73.675","73.450","73.675","73.450","","0.03%"
"03/02/2000","73.650","73.400","73.650","73.400","","0.20%"
"03/01/2000","73.500","73.250","73.500","73.250","","0.03%"
"02/29/2000","73.475","73.200","73.475","73.200","","-0.03%"
"02/28/2000","73.500","73.250","73.500","73.250","","0.03%"
"02/25/2000","73.475","73.200","73.475","73.200","","-0.03%"
"02/24/2000","73.500","73.250","73.500","73.250","","0.17%"
"02/23/2000","73.375","73.150","73.375","73.150","","0.03%"
"02/22/2000","73.350","73.100","73.350","73.100","","-0.20%"
"02/21/2000","73.500","73.250","73.500","73.250","","0.22%"
"02/18/2000","73.340","73.320","73.340","73.320","","-0.01%"
"02/17/2000","73.350","73.100","73.350","73.100","","0.07%"
"02/16/2000","73.300","72.950","73.300","72.950","","0.00%"
"02/15/2000","73.300","72.950","73.300","72.950","","0.00%"
"02/14/2000","73.300","72.950","73.300","72.950","","-0.10%"
"02/11/2000","73.375","73.150","73.375","73.150","","0.03%"
"02/10/2000","73.350","73.100","73.350","73.100","","0.00%"
"02/09/2000","73.350","73.100","73.350","73.100","","0.00%"
"02/08/2000","73.350","73.100","73.350","73.100","","0.14%"
"02/07/2000","73.250","73.000","73.250","73.000","","0.24%"
"02/04/2000","73.075","72.900","73.075","72.900","","-0.10%"
"02/03/2000","73.150","73.000","73.150","73.000","","0.10%"
"02/02/2000","73.075","72.900","73.075","72.900","","-0.17%"
"02/01/2000","73.200","73.050","73.200","73.050","","0.07%"
"01/31/2000","73.150","73.100","73.150","73.100","","0.34%"
"01/28/2000","72.900","72.750","72.900","72.750","","0.00%"
"01/27/2000","72.900","72.750","72.900","72.750","","0.03%"
"01/26/2000","72.875","72.700","72.875","72.700","","0.00%"
"01/25/2000","72.875","72.700","72.875","72.700","","0.10%"
"01/24/2000","72.800","72.700","72.800","72.700","","0.00%"
"01/21/2000","72.800","72.650","72.800","72.650","","0.03%"
"01/20/2000","72.775","72.600","72.775","72.600","","-0.03%"
"01/19/2000","72.800","72.650","72.800","72.650","","-0.14%"
"01/18/2000","72.900","72.800","72.900","72.800","","-0.07%"
"01/17/2000","72.950","72.750","72.950","72.750","","-0.21%"
"01/14/2000","73.100","72.850","73.100","72.850","","0.14%"
"01/13/2000","73.000","72.900","73.000","72.900","","0.38%"
"01/12/2000","72.725","72.500","72.725","72.500","","-0.51%"
"01/11/2000","73.100","72.850","73.100","72.850","","0.52%"
"01/10/2000","72.725","72.500","72.725","72.500","","-0.24%"
"01/07/2000","72.900","72.650","72.900","72.650","","0.28%"
"01/06/2000","72.700","72.450","72.700","72.450","","1.68%"
"01/05/2000","71.500","71.250","71.500","71.250","","0.00%"
"01/04/2000","71.500","71.250","71.500","71.250","","-0.97%"
"01/03/2000","72.200","72.100","72.200","72.100","","0.98%"
"12/31/1999","71.500","71.250","71.500","71.250","","0.00%"
"12/30/1999","71.500","71.250","71.500","71.250","","0.00%"
"12/29/1999","71.500","71.250","71.500","71.250","","0.00%"
"12/28/1999","71.500","71.250","71.500","71.250","","-0.07%"
"12/27/1999","71.550","71.300","71.550","71.300","","-0.03%"
"12/24/1999","71.575","71.350","71.575","71.350","","0.03%"
"12/23/1999","71.550","71.300","71.550","71.300","","0.00%"
"12/22/1999","71.550","71.300","71.550","71.300","","0.00%"
"12/21/1999","71.550","71.300","71.550","71.300","","0.00%"
"12/20/1999","71.550","71.300","71.550","71.300","","-0.21%"
"12/17/1999","71.700","71.450","71.700","71.450","","-0.21%"
"12/16/1999","71.850","71.500","71.850","71.500","","0.00%"
"12/15/1999","71.850","71.500","71.850","71.500","","0.00%"
"12/14/1999","71.850","71.600","71.850","71.600","","-0.14%"
"12/13/1999","71.950","71.700","71.950","71.700","","0.00%"
"12/10/1999","71.950","71.700","71.950","71.700","","-0.42%"
"12/09/1999","72.250","72.000","72.250","72.000","","0.00%"
"12/08/1999","72.250","72.000","72.250","72.000","","0.00%"
"12/07/1999","72.250","72.000","72.250","72.000","","0.38%"
"12/06/1999","71.975","71.800","71.975","71.800","","-0.31%"
"12/03/1999","72.200","71.950","72.200","71.950","","0.21%"
"12/02/1999","72.050","71.800","72.050","71.800","","-0.28%"
"12/01/1999","72.250","72.000","72.250","72.000","","0.21%"
"11/30/1999","72.100","71.850","72.100","71.850","","0.07%"
"11/29/1999","72.050","71.800","72.050","71.800","","0.21%"
"11/26/1999","71.900","71.700","71.900","71.700","","-0.21%"
"11/25/1999","72.050","71.800","72.050","71.800","","0.07%"
"11/24/1999","72.000","71.750","72.000","71.750","","0.07%"
"11/23/1999","71.950","71.700","71.950","71.700","","0.00%"
"11/22/1999","71.950","71.700","71.950","71.700","","0.00%"
"11/19/1999","71.950","71.700","71.950","71.700","","0.00%"
"11/18/1999","71.950","71.700","71.950","71.700","","-0.21%"
"11/17/1999","72.100","71.850","72.100","71.850","","-0.07%"
"11/16/1999","72.150","71.900","72.150","71.900","","0.49%"
"11/15/1999","71.800","71.600","71.800","71.600","","-0.35%"
"11/12/1999","72.050","71.800","72.050","71.800","","0.14%"
"11/11/1999","71.950","71.700","71.950","71.700","","-0.14%"
"11/10/1999","72.050","71.800","72.050","71.800","","0.00%"
"11/09/1999","72.050","71.800","72.050","71.800","","0.49%"
"11/08/1999","71.700","71.450","71.700","71.450","","0.14%"
"11/05/1999","71.600","71.350","71.600","71.350","","0.14%"
"11/04/1999","71.500","71.250","71.500","71.250","","0.14%"
"11/03/1999","71.400","71.150","71.400","71.150","","0.00%"
"11/02/1999","71.400","71.150","71.400","71.150","","0.00%"
"11/01/1999","71.400","71.150","71.400","71.150","","-0.21%"
"10/29/1999","71.550","71.300","71.550","71.300","","0.14%"
"10/28/1999","71.450","71.200","71.450","71.200","","0.07%"
"10/27/1999","71.400","71.150","71.400","71.150","","-0.14%"
"10/26/1999","71.500","71.250","71.500","71.250","","0.00%"
"10/25/1999","71.500","71.250","71.500","71.250","","0.03%"
"10/22/1999","71.480","71.440","71.480","71.440","","-0.10%"
"10/21/1999","71.550","71.350","71.550","71.350","","-0.21%"
"10/20/1999","71.700","71.450","71.700","71.450","","-0.14%"
"10/19/1999","71.800","71.550","71.800","71.550","","0.00%"
"10/18/1999","71.800","71.550","71.800","71.550","","0.00%"
"10/15/1999","71.800","71.550","71.800","71.550","","0.14%"
"10/14/1999","71.700","71.450","71.700","71.450","","0.07%"
"10/13/1999","71.650","71.400","71.650","71.400","","0.00%"
"10/12/1999","71.650","71.400","71.650","71.400","","0.28%"
"10/11/1999","71.450","71.200","71.450","71.200","","0.07%"
"10/08/1999","71.400","71.150","71.400","71.150","","-0.07%"
"10/07/1999","71.450","71.200","71.450","71.200","","0.42%"
"10/06/1999","71.150","70.900","71.150","70.900","","-0.42%"
"10/05/1999","71.450","71.200","71.450","71.200","","-0.14%"
"10/04/1999","71.550","71.300","71.550","71.300","","-0.21%"
"10/01/1999","71.700","71.450","71.700","71.450","","-0.04%"
"09/30/1999","71.730","71.680","71.730","71.680","","-0.17%"
"09/29/1999","71.850","71.600","71.850","71.600","","0.00%"
"09/28/1999","71.850","71.600","71.850","71.600","","0.00%"
"09/27/1999","71.850","71.700","71.850","71.700","","0.21%"
"09/24/1999","71.700","71.500","71.700","71.500","","-0.42%"
"09/23/1999","72.000","71.750","72.000","71.750","","0.52%"
"09/22/1999","71.625","71.400","71.625","71.400","","0.00%"
"09/21/1999","71.625","71.400","71.625","71.400","","-0.38%"
"09/20/1999","71.900","71.850","71.900","71.850","","0.28%"
"09/17/1999","71.700","71.600","71.700","71.600","","0.00%"
"09/16/1999","71.700","71.600","71.700","71.600","","0.07%"
"09/15/1999","71.650","71.500","71.650","71.500","","0.00%"
"09/14/1999","71.650","71.500","71.650","71.500","","0.00%"
"09/13/1999","71.650","71.500","71.650","71.500","","0.14%"
"09/10/1999","71.550","71.300","71.550","71.300","","0.00%"
"09/09/1999","71.550","71.300","71.550","71.300","","0.00%"
"09/08/1999","71.550","71.300","71.550","71.300","","0.00%"
"09/07/1999","71.550","71.300","71.550","71.300","","-0.29%"
"09/06/1999","71.760","71.710","71.760","71.710","","0.00%"
"09/03/1999","71.760","71.520","71.760","71.520","","0.01%"
"09/02/1999","71.750","71.500","71.750","71.500","","0.07%"
"09/01/1999","71.700","71.450","71.700","71.450","","-0.14%"
"08/31/1999","71.800","71.550","71.800","71.550","","-0.21%"
"08/30/1999","71.950","71.500","71.950","71.500","","0.11%"
"08/27/1999","71.870","71.840","71.870","71.840","","-0.04%"
"08/26/1999","71.900","71.650","71.900","71.650","","0.20%"
"08/25/1999","71.755","71.710","71.755","71.710","","-0.06%"
"08/24/1999","71.800","71.550","71.800","71.550","","0.00%"
"08/23/1999","71.800","71.550","71.800","71.550","","0.07%"
"08/20/1999","71.750","71.500","71.750","71.500","","0.17%"
"08/19/1999","71.630","71.600","71.630","71.600","","-0.24%"
"08/18/1999","71.800","71.550","71.800","71.550","","0.19%"
"08/17/1999","71.665","71.640","71.665","71.640","","-0.26%"
"08/16/1999","71.850","71.600","71.850","71.600","","0.21%"
"08/13/1999","71.700","71.450","71.700","71.450","","0.42%"
"08/12/1999","71.400","71.150","71.400","71.150","","0.00%"
"08/11/1999","71.400","71.150","71.400","71.150","","0.00%"
"08/10/1999","71.400","71.150","71.400","71.150","","0.00%"
"08/09/1999","71.400","71.150","71.400","71.150","","0.00%"
"08/06/1999","71.400","71.150","71.400","71.150","","0.00%"
"08/05/1999","71.400","71.150","71.400","71.150","","-0.07%"
"08/04/1999","71.450","71.200","71.450","71.200","","-0.14%"
"08/03/1999","71.550","71.300","71.550","71.300","","-0.07%"
"08/02/1999","71.600","71.350","71.600","71.350","","0.00%"
"07/30/1999","71.600","71.400","71.600","71.400","","-0.21%"
"07/29/1999","71.750","71.500","71.750","71.500","","0.00%"
"07/28/1999","71.750","71.500","71.750","71.500","","-0.07%"
"07/27/1999","71.800","71.550","71.800","71.550","","0.00%"
"07/26/1999","71.800","71.550","71.800","71.550","","0.07%"
"07/23/1999","71.750","71.500","71.750","71.500","","0.07%"
"07/22/1999","71.700","71.450","71.700","71.450","","0.00%"
"07/21/1999","71.700","71.450","71.700","71.450","","0.17%"
"07/20/1999","71.575","71.350","71.575","71.350","","0.00%"
"07/19/1999","71.575","71.350","71.575","71.350","","-0.38%"
"07/16/1999","71.850","71.600","71.850","71.600","","0.00%"
"07/15/1999","71.850","71.600","71.850","71.600","","0.00%"
"07/14/1999","71.850","71.600","71.850","71.600","","0.21%"
"07/13/1999","71.700","71.450","71.700","71.450","","0.00%"
"07/12/1999","71.700","71.450","71.700","71.450","","0.07%"
"07/09/1999","71.650","71.400","71.650","71.400","","0.14%"
"07/08/1999","71.550","71.300","71.550","71.300","","0.00%"
"07/07/1999","71.550","71.300","71.550","71.300","","-0.14%"
"07/06/1999","71.650","71.400","71.650","71.400","","0.22%"
"07/05/1999","71.490","71.460","71.490","71.460","","0.20%"
"07/02/1999","71.350","71.200","71.350","71.200","","-0.11%"
"07/01/1999","71.425","71.300","71.425","71.300","","-0.17%"
"06/30/1999","71.550","71.510","71.550","71.510","","-0.01%"
"06/29/1999","71.560","71.530","71.560","71.530","","-0.20%"
"06/28/1999","71.700","71.500","71.700","71.500","","0.21%"
"06/25/1999","71.550","71.520","71.550","71.520","","-0.09%"
"06/24/1999","71.615","71.580","71.615","71.580","","0.24%"
"06/23/1999","71.445","71.410","71.445","71.410","","0.20%"
"06/22/1999","71.300","71.150","71.300","71.150","","0.07%"
"06/21/1999","71.250","71.100","71.250","71.100","","-0.03%"
"06/18/1999","71.270","71.240","71.270","71.240","","0.38%"
"06/17/1999","71.000","70.750","71.000","70.750","","-0.07%"
"06/16/1999","71.050","70.800","71.050","70.800","","-0.25%"
"06/15/1999","71.225","70.950","71.225","70.950","","0.37%"
"06/14/1999","70.965","70.940","70.965","70.940","","0.13%"
"06/11/1999","70.875","70.850","70.875","70.850","","-0.01%"
"06/10/1999","70.885","70.860","70.885","70.860","","0.11%"
"06/09/1999","70.805","70.780","70.805","70.780","","-0.06%"
"06/08/1999","70.850","70.800","70.850","70.800","","0.14%"
"06/07/1999","70.750","70.500","70.750","70.500","","-0.07%"
"06/04/1999","70.800","70.750","70.800","70.750","","0.11%"
"06/03/1999","70.725","70.700","70.725","70.700","","0.00%"
"06/02/1999","70.725","70.450","70.725","70.450","","-0.21%"
"06/01/1999","70.875","70.500","70.875","70.500","","0.04%"
"05/31/1999","70.850","70.800","70.850","70.800","","0.00%"
"05/28/1999","70.850","70.800","70.850","70.800","","-0.05%"
"05/27/1999","70.885","70.850","70.885","70.850","","0.19%"
"05/26/1999","70.750","70.720","70.750","70.720","","-0.02%"
"05/25/1999","70.765","70.730","70.765","70.730","","-0.12%"
"05/24/1999","70.850","70.550","70.850","70.550","","0.04%"
"05/21/1999","70.820","70.790","70.820","70.790","","0.06%"
"05/20/1999","70.775","70.350","70.775","70.350","","-0.07%"
